Museen,Staedte,Webseiten
Schauwerk Sindelfingen,Sindelfingen,www.schauwerk-sindelfingen.de
Stadtmuseum Sindelfingen,Sindelfingen,www.sindelfingen.de
Archäologisches Hegau-Museum,Singen,www.hegau-museum.de
Kunstmuseum Singen,Singen,www.kunstmuseum-singen.de
KLIMA ARENA Sinsheim,Sinsheim,www.klima-arena.de
Technik Museum Sinsheim,Sinsheim,www.technik-museum.de
Handwerkermuseum Sittensen,Sittensen,www.sittensen.de/zu-gast-in-sittensen/ausflugsziele/wassermuehle.html
Städtische Museen Soest,Soest,www.soest.de
Emslandmuseum Schloss Clemenswerth,Sögel,www.clemenswerth.de
Bergisches Museum- Schloss Burg an der Wupper,Solingen,www.schlossburg.de
Deutsches Klingenmuseum Solingen,Solingen,www.klingenmuseum.de
Kunstmuseum Solingen,Solingen,www.kunstmuseum-solingen.de
LVR-Industriemuseum Gesenkschmiede Hendrichs,Solingen,www.industriemuseum.lvr.de/gesenkschmiedehendrichs
Zentrum für verfolgte Künste,Solingen,www.verfolgte-kuenste.de
Besucherbergwerk Grube Fortuna,Solms-Oberbiel,www.grube-fortuna.de
Naturmuseum Solothurn,Solothurn,www.naturmuseum-so.ch
Schloßmuseum Sondershausen,Sondershausen,www.sondershausen.de/schlossmuseum
Deutsches Spielzeugmuseum,Sonneberg,www.deutschesspielzeugmuseum.de
AlpenStadtMuseum,Sonthofen,www.alpenstadtmuseum.de
Historisches Museum der Pfalz,Speyer,www.museum.speyer.de
Niederlausitzer Heidemuseum- Kreismuseum Landkreis Spree-Neiße,Spremberg,www.heidemuseum.de
Textilmuseum St. Gallen,St. Gallen,textilmuseum.ch
Stadtmuseum St. Wendel im Mia-Münster-Haus,St. Wendel,www.museum-wnd.de
Museen Stade,Stade,www.museen-stade.de
Museum Starnberger See,Starnberg,www.museum-starnberger-see.de
Nahe der Natur- Mitmach-Museum für Naturschutz,Staudenheim (Nahe),www.nahe-natur.com
Fritz-Reuter-Literaturmuseum,Stavenhagen,www.fritz-reuter-literaturmuseum.de
Brüder Grimm Haus,Steinau an der Straße,https://www.steinau.eu/
Deutsches Windkraftmuseum,Stemwede,deutsches-windkraftmuseum.de/
Stadtmuseum Stockach,Stockach,www.stadtmuseum-stockach.de
Deutsches Meeresmuseum,Stralsund,www.deutsches-meeresmuseum.de
Stralsund Museum,Stralsund,www.stralsund-museum.de
Musées de la ville de Strasbourg,Straßburg,de.musees.strasbourg.eu
NAWAREUM,Straubing,www.nawareum.de
Adolf Hölzel-Stiftung,Stuttgart,www.adolf-hoelzel.de
Deutsches Landwirtschaftsmuseum,Stuttgart,www.dlm-hohenheim.de
Haus der Geschichte Baden-Württemberg,Stuttgart,www.hdgbw.de
Kunstmuseum Stuttgart,Stuttgart,www.kunstmuseum-stuttgart.de
Landesmuseum Württemberg,Stuttgart,www.landesmuseum-stuttgart.de
Linden-Museum Stuttgart Staatliches Museum für Völkerkunde,Stuttgart,www.lindenmuseum.de
Mercedes-Benz Museum,Stuttgart,www.mercedes-benz.com/museum
Staatliches Museum für Naturkunde,Stuttgart,www.naturkundemuseum-bw.de
Staatsgalerie Stuttgart,Stuttgart,www.staatsgalerie.de
StadtPalais – Museum für Stuttgart,Stuttgart,www.stadtpalais-stuttgart.de
Stiftung Bundespräsident-Theodor-Heuss-Haus,Stuttgart,www.stiftung-heuss-haus.de
Kunstabteilung des ifa,Stuttgart/ Berlin,www.ifa.de/ausstellungen
Museumsdorf Hösseringen- Landwirtschaftsmuseum Lüneburger Heide e.V.,Suderburg-Hösseringen,www.museumdorf-hoesseringen.de
Waffenmuseum Suhl- Spezialmuseum zur Geschichte der Suhler Handfeuerwaffen,Suhl,www.waffenmuseum.eu
Kreismuseum Syke- Museum des Landkreises Diepholz,Syke,www.kreismuseum-syke.de
Syker Vorwerk- Zentrum für zeitgenössische Kunst,Syke,www.syker-vorwerk.de
Sylter Heimatmuseum,Sylt/Keitum,www.soelring-foriining.de
1. Deutsches Rittergutsmuseum,Taucha bei Leipzig,rittergutsmuseum.de
Wettermuseum – Museum für Meteorologie und Aerologie,Tauche,www.wettermuseum.de
Otto Modersohn Museum Tecklenburg,Tecklenburg,www.ommt.de
Grenzlandmuseum Eichsfeld e.V.,Teistungen,www.grenzlandmuseum.de
Religio- Westfälisches Museum für religöse Kultur,Telgte,www.museum-telgte.de
Stadtmuseum Teterow,Teterow,www.teterow.de
"Stadtmuseum Teterow- Vor- und Frühgeschichte der Teterower Region, Stadtgeschichte",Teterow,www.teterow.de
Elektronikmuseum Tettnang,Tettnang,www.emuseum-tettnang.de
Hüttenmuseum Thale,Thale,www.hüttenmuseum-thale.de
Museum Papiermühle Weddersleben,Thale OT Weddersleben,www.lebenshilfe-hz-qlb.de/papiermuseum.html
DASMAXIMUM- KunstGegenwart,Traunreut,www.dasmaximum.com
Friedrich-Ebert-Stiftung- Museum Karl-Marx-Haus,Trier,www.fes.de/karl-marx-haus
Kunsthalle Trier,Trier,www.kunsthalle-trier.de
Museum am Dom Trier,Trier,www.museum-am-dom-trier.de
Rheinisches Landesmuseum Trier,Trier,www.landesmuseum-trier.de
Schatzkammer der Stadtbibliothek Trier,Trier,www.stadtbibliothek-weberbach.de/schatzkammer/
Stadtmuseum Simeonstift Trier,Trier,www.museum-trier.de
Bilderbuchmuseum Troisdorf,Troisdorf,www.bilderbuchmuseum.de
Deutsches Harmonikamuseum Trossingen,Trossingen,www.harmonika-museum.de
Ika Gesellschaft für internationalen Kulturaustausch,Tübingen,www.intercult.org
Museum der Universität Tübingen MUT | Alte Kulturen,Tübingen,www.unimuseum.de
Stadtmuseum Tübingen im Kornhaus,Tübingen,www.tuebingen.de/stadtmuseum
Stiftung Kunsthalle Tübingen,Tübingen,www.kunsthalle-tuebingen.de
Museen der Stadt Tuttlingen,Tuttlingen,www.tuttlingen.de
Museum Uelzen,Uelzen,www.museumsverein-uelzen.de
Pfahlbaumuseum Unteruhldingen,Uhldingen-Mühlhofen/Bodensee,https://www.pfahlbauten.de/
Die Einsteins – Museum einer Ulmer Familie,Ulm,www.einstein.ulm.de
Kunsthalle Weishaupt,Ulm,wwwkunsthalle-weishaupt.de
Museum Brot und Kunst. Forum Welternährung,Ulm,www.museum-brotkultur.de
Naturkundliches Bildungszentrum Ulm,Ulm,www.naturmuseum-ulm.de
Stiftung Donauschwäbisches Zentralmuseum,Ulm,www.dzm-museum.de
Börde-Museum Burg Ummendorf,Ummendorf (Börde),www.boerde-museum-burg-ummendorf.de
Hellweg – Museum Unna,Unna,www.hellweg-museum-unna.de
Museum Haus Opherdicke,Unna,www.museum-haus-opherdicke.de/
Museum Schloss Cappenberg,Unna,www.museum-schloss-cappenberg.de
Stadtmuseum Unterschleißheim,Unterschleißheim,www.forum-unterschleissheim.de
Liechtensteinisches LandesMuseum,Vaduz,www.landesmuseum.li
Museum Vechta,Vechta,www.museum-vechta.de
Deutsches Schloss- und Beschlägemuseum,Velbert,www.schlossundbeschlaegemuseum.de
Deutsches Pferdemuseum,Verden,www.dpm-verden.de
Städtische Galerie im Park Viersen,Viersen,www.viersen.de
Franziskanermuseum,Villingen-Schwenningen,www.franziskanermuseum.de
Städtische Galerie Villingen-Schwenningen,Villingen-Schwenningen,https://www.villingen-schwenningen.de/kultur-vielfalt/staedtische-galerie/besuch/
Heimatmuseum Vilsbiburg – Kröninger Hafnermuseum,Vilsbiburg,www.museum-vilsbiburg.de
Weltkulturerbe Völklinger Hütte,Völklingen,www.voelklinger-huette.org
kult- Kultur und lebendige Tradition Westmünsterland,Vreden,www.kult-westmuensterland.de/
Museum Abtei Liesborn des Kreises Warendorf,Wadersloh,www.museum-abtei-liesborn.de
Haus der Stadtgeschichte,Waiblingen,www.waiblingen.de
STIHL Markenwelt,Waiblingen,www.stihl-markenwelt.de
Museum Ritter,Waldenbuch,www.museum-ritter.de
Museum-Naturalienkabinett Waldenburg,Waldenburg,www.museum-waldenburg.de
Stadtmuseum Waldkraiburg,Waldkraiburg,www.museum-waldkraiburg.de
Kleinbahn Betriebs. gGmbH,Walsrode,www.klbg-ggmbh.de
Barnim Panorama – Naturpark Agrarmuseum Wandlitz,Wandlitz,www.barnim-panorama.de
Das Müritzeum- NaturErlebnisZentrum der Mecklenburgischen Seenplatte,Waren,www.mueritzeum.de
Dezentrales Stadtmuseum Warendorf,Warendorf,www.warendorf.de
Westpreußisches Landesmuseum,Warendorf,www.westpreussisches-landesmuseum.de
Museum Wasserburg,Wasserburg am Inn,www.museum.wasserburg.de
Kunstmuseum Wedel,Wedel,www.ernst-barlach.de
Museum am Lindenplatz,Weil am Rhein,www.museen-weil-am-rhein.de
Vitra Design Museum,Weil am Rhein,www.design-museum.de
Bergbau- und Stadtmuseum Weilburg,Weilburg,www.museum-weilburg.de
Stadtmuseum Weilheim i. OB,Weilheim i. OB,www.museum.weilheim.de
Klassik Stiftung Weimar,Weimar,www.klassik-stiftung.de
Museum für Ur- und Frühgeschichte Thüringens,Weimar,www.alt-thueringen.de
Stadtmuseum Weimar im Bertuchhaus,Weimar,www.stadtmuseum.weimar.de
Zeiteninsel – Archäologisches Freilichtmuseum Marburger Land,Weimar - Lahn,www.zeiteninsel.de
Stiftung Gedenkstätten Buchenwald und Mittelbau – Dora,Weimar-Buchenwald,www.buchenwald.de
Stadtmuseum im Schlössle,Weingarten,www.weingarten-online.de
Museen Weißenburg,Weißenburg i. Bay.,www.museen-weissenburg.de
Museum Schloss Neu Augustusburg Weißenfels,Weißenfels,www.museum-weissenfels.de
Weißenhorner Heimatmuseum,Weißenhorn,www.weissenhorn.de/tourismus-und-freizeit/heimatmuseum
Glasmuseum Weißwasser,Weißwasser/Oberlausitz,www.glasmuseum-weisswasser.de/
Museumsverein Wendener Hütte,Wenden,www.museum-wendener-huette.de
Stadt- und Dampfmaschinenmuseum Werdau,Werdau,www.werdau.de
Karl-Pollender-Stadtmuseum Werne,Werne,www.museum-werne.de
Grafschaftsmuseum,Wertheim,www.grafschaftsmuseum.de
LVR-Niederrheinmuseum Wesel,Wesel,www.niederrheinmuseum-wesel.lvr.de
Städtische Museen Wetzlar,Wetzlar,www.museum-wetzlar.de
Fürstliche Sammlungen Art Service GmbH & Co. OG,Wien,www.liechtensteincollections.at
Museen der Stadt Wien,Wien,www.wienmuseum.at
Technisches Museum Wien,Wien,www.technischesmuseum.at
frauen museum wiesbaden,Wiesbaden,www.frauenmuseum-wiesbaden.de
Kunsthaus Wiesbaden,Wiesbaden,wiesbaden.de/kunsthaus
Museum Wiesbaden,Wiesbaden,www.museum-wiesbaden.de
Reinhard und Sonja Ernst-Stiftung,Wiesbaden,www.museum-reinhard-ernst.de
Stadtmuseum Wiesbaden,Wiesbaden,www.wiesbaden.de/stadtmuseum
Deutsches Marinemuseum,Wilhelmshaven,www.marinemuseum.de
Kunsthalle Wilhelmshaven,Wilhelmshaven,www.kunsthalle-wilhelmshaven.de
Küstenmuseum Wilhelmshaven,Wilhelmshaven,www.kuestenmuseum.de
UNESCO-Weltnaturerbe Wattenmeer Besucherzentrum,Wilhelmshaven,www.wattenmeer-besucherzentrum.de
Bergbaumuseum Grube Silberhardt,Windeck,www.grube-silberhardt.de
Museum im Marstall,Winsen (Luhe),www.museum-im-marstall.de
phanTECHNIKUM- Technisches Landesmuseum Mecklenburg-Vorpommern,Wismar,www.tlm-mv.de
Stadtgeschichtliches Museum Schabbellhaus,Wismar,https://www.wismar.de/schabbell
DGEG- Deutsche Gesellschaft für Eisenbahngeschichte e.V.,Witten,www.dgeg.de
Märkisches Museum Witten,Witten,www.maerkisches-museum-witten.de
Stadtmuseum Wittenberge,Wittenberge,https://www.wittenberge.de/verzeichnis/visitenkarte.php?mandat=50286
Deutsches Sielhafenmuseum,Wittmund,www.dshm.de
Museum Schloss Wolfach,Wolfach,www.wolfach.de
Bauernhaus-Museum Wolfegg,Wolfegg,www.bauernhaus-museum.de
Industrie- und Filmmuseum Wolfen,Wolfen,www.ifm-wolfen.de
Schlossmuseum Wolfenbüttel,Wolfenbüttel,www.wolfenbuettel.com/schlossmuseum
Erinnerungsort BADEHAUS,Wolfratshausen,www.erinnerungsort-badehaus.de
Historische Museen Wolfsburg- Schloss Wolfsburg,Wolfsburg,www.wolfsburg.de
Kunstmuseum Wolfsburg,Wolfsburg,www.kunstmuseum-wolfsburg.de
phaeno Science Center,Wolfsburg,www.phaeno.de
Städtische Galerie Wolfsburg,Wolfsburg,www.staedtische-galerie-wolfsburg.de
Stiftung AutoMuseum Volkswagen,Wolfsburg,www.volkswagen-automuseum.de
Museum Moderner Kunst- Wörlen Passau,Wörlen Passau,www.mmk-passau.de
Museen der Stadt Worms,Worm,www.museum-andreasstift.de
Barkenhoff-Stiftung Worpswede Heinrich-Vogeler-Museum,Worpswede,www.worpswede-museen.de/barkenhoff
Kulturstiftung Landkreis Osterholz- Große Kunstschau Worpswede,Worpswede,www.worpswede-museum.de
Worpsweder Museumsverbund e.V.,Worpswede,www.worpswede-museen.de
Zeittunnel Wülfrath,Wülfrath,www.zeittunnel-wuelfrath.de
FichtelgebirgsMuseum,Wunsiedel,www.fichtelgebirgsmuseum.de
Museum Industriekultur Wuppertal,Wuppertal,www.mi-wuppertal.de
Skulpturenpark Waldfrieden,Wuppertal,www.skulpturenpark-waldfrieden.de
Von der Heydt-Museum,Wuppertal,www.von-der-heydt-museum.de
Martin von Wagner-Museum der Universität Würzburg,Würzburg,www.martinvonwagner-museum.com
Museen der Diözese Würzburg,Würzburg,www.museen.bistum-wuerzburg.de
Museum für Franken – Staatliches Museum für Kunst- und Kulturgeschichte in Würzburg,Würzburg,www.museum-franken.de
Museum im Kulturspeicher Würzburg,Würzburg,www.kulturspeicher.de
Kulturhistorisches Museum Wurzen,Wurzen,www.kultur-wurzen.de
Brandenburg-Preußen Museum,Wustrau,https://www.brandenburg-preussen-museum.de/willkommen.html
Dr. Carl-Häberlin-Friesen-Museum,Wyk auf Föhr,www.friesen-museum.de
LVR-Archäologischer Park Xanten- LVR-RömerMuseum im  Archäologischen Park Xanten,Xanten,www.apx.lvr.de
SiegfriedMuseum Xanten,Xanten,www.siegfriedmuseum-xanten.de
StiftsMuseum Xanten,Xanten,www.stiftsmuseum-xanten.de
StiftsMuseum Xanten,Xenten,www.stiftsmuseum-xanten.de
Museum Brikettfabrik Herrmannschacht,Zeitz,www.mut-zeitz.de
Oberfränkisches Bauernhofmuseum Kleinlosnitz,Zell,www.kleinlosnitz.de
Städtische Museen Zittau,Zittau,www.museum-zittau.de
Museum für Urgeschichte(n),Zug (Schweiz),www.urgeschichte-zug.ch
Römerthermen Zülpich – Museum der Badekultur,Zülpich,www.roemerthermen-zuelpich.de
"focusTerra, Earth & Science Doscovery Center der ETH Zürich",Zürich,www.focusterra.ethz.ch
August Horch Museum gGmbH,Zwickau,www.horch-museum.de
Kunstsammlungen Zwickau,Zwickau,www.kunstsammlungen-zwickau.de
Museum Priesterhäuser Zwickau,Zwickau,www.priesterhaeuser.de
Waldmuseum Zwiesel,Zwiesel,https://waldmuseum.zwiesel.de/
Museumsdienst Aachen,Aachen,www.museumsdienst-aachen.de
Ostfriesische Landschaft,Aurich,www.ostfriesischelandschaft.de
KulturServiceStelle des Bezirks Oberfranken,Bayreuth,www.bezirk-oberfranken.de/kultur
Acoustiguide GmbH,Berlin,www.acoustiguide.de
Bundesverband Künstlernachlässe e.V. – BKN,Berlin,www.bundesverband-kuenstlernachlaesse.de
"Generaldirektion, Staatliche Museen zu Berlin",Berlin,www.smb.museum
Humboldt Forum Kultur GmbH,Berlin,www.humboldtforum.com/de-DE/akteure/hf-kultur-gmbh/
Kulturprojekte Berlin GmbH,Berlin,www.kulturprojekte-berlin.de
Ostdeutsche Sparkassenstiftung,Berlin,www.ostdeutschesparkassenstiftung.de
Museumsverband Sachsen-Anhalt e.V.,Bernburg,www.mv-sachsen-anhalt.de
AsKI -Arbeitskreis selbständiger Kultur-Institute e.V.,Bonn,www.aski.org
Stiftung Kunstfonds,Bonn,www.kunstfonds.de
Verband der Restauratoren (VDR) e.V.,Bonn,www.restauratoren.de
Abteilung Museen der Autonomen Provinz Bozen/Südtirol,Bozen,www.provinz.bz.it/museen
Vorarlberger Kulturhäuser Betriebsgesellschaft mbH,Bregenz,www.vorarlbergmuseum.at
Sächsische Landesstelle für Museumsberatung,Chemnitz,www.museumswesen.smwk.sachsen.de
Kulturstiftung Dessau-Wörlitz,Dessau-Roßlau,https://www.gartenreich.de/de/
Verein zur Förderung der Lehrerfortbildung e.V.,Dillingen,www.alp.dillingen.de/organisation/foerderverein/
"Gemeinnütziger Verein zur Förderung von Wissenschaft, Kunst und Kultur e.V.",Donaueschingen,www.fuerstenberg-kultur.de
Museumsverband Nordrhein-Westfalen e.V.,Dortmund,www.museumsverband-nrw.de
Landesamt für Archäologie,Dresden,www.lfa.sachsen.de
Sächsische Landesbibliothek – Staats- und Universitätsbibliothek Dresden,Dresden,www.slub-dresden.de
Sächsischer Museumsbund e.V.,Dresden,www.museumsbund-sachsen.de
Haus der Geschichte Nordrhein-Westfalens,Düsseldorf,www.hdgnrw.de
Kulturamt der Landeshauptstadt Düsseldorf,Düsseldorf,www.duesseldorf.de/kulturamt
Unfallkasse Nordrhein-Westfalen,Düsseldorf,www.unfallkasse-nrw.de
Verband Rheinischer Museen e.V.,Düsseldorf,www.verband-rheinischer-museen.de
MUSEALOG,Emden,www.musealog.de
REGIALOG,Emden,www.regialog.de
Museumsverband Thüringen e.V.,Erfurt,www.museumsverband.thueringen.de
museOn | weiterbildung & netzwerk,Freiburg,www.museon.uni-freiburg.de/de/home
Ludwig Erhard Zentrum,Fürth,www.ludwig-erhard-zentrum.de
Centrum für Naturkunde,Hamburg,www.cenak.uni-hamburg.de
Freunde der Kunsthalle e.V.,Hamburg,www.freunde-der-kunsthalle.de
HafenCity Universität Hamburg- Kulturerbe und Museumswissenschaften,Hamburg,www.hcu-hamburg.de
Mahnmal St. Nikolai,Hamburg,https://www.mahnmal-st-nikolai.de/foerderkreis/
Studio Andreas Heller GmbH Architektur und Designbüro,Hamburg,www.studio-andreas-heller.de
Museumsverband für Niedersachsen und Bremen e.V.,Hannover,www.mvnb.de/
Nordfriesland Museum. Nissenhaus,Husum,www.museumsverbund-nordfriesland.de
Lernort Zivilcourage & Widerstand,Karlsruhe,www.lzw-verein.de
Hessischer Museumsverband e.V.,Kassel,www.museumsverband-hessen.de
LETTER Stiftung,Köln,www.letter-stiftung.de
LVR Fachbereich Regionale Kulturarbeit/ Museumsberatung,Köln,www.museumsberatung.lvr.de
Museumsdienst Köln,Köln,www.museenkoeln.de/museumsdienst
ZADIK – Zentralarchiv für deutsche und internationale Kunstmarktforschung,Köln,www.zadik-koeln.de
Bibliotheksservice-Zentrum Baden-Württemberg,Konstanz,www.bsz-bw.de
Kulturstiftung Hansestadt Lübeck,Lübeck,www.die-luebecker-museen.de
Museumsverband Rheinland-Pfalz e.V.,Ludwigshafen,www.museumsverband-rlp.de
Leuphana Universität Lüneburg- Institut Philospohie und Kunstgeschichte,Lüneburg,www.leuphana.de/institute/ipk/organisation/kunstwissenschaft.html
Bildarchiv Foto Marburg,Marburg,www.fotomarburg.de
Landesstelle für die nichtstaatlichen Museen in Bayern,München,www.museen-in-bayern.de
Müller-Rieger GbR Büro für Ausstellungen,München,www.buero-mueller-rieger.de
Museumspädagogisches Zentrum,München,www.mpzbayern.de
Abteilung für Kunst und Kultur Generalvikariat Münster,Münster,www.bistum-muenster.de
Archäologisches Museum der Universität Münster,Münster,www.uni-muenster.de/archaeologischesmuseum/
Vereinigung Westfälischer Museen e.V.,Münster,www.muenster.org/vereinigung-westfaelischer-museen/
Biosphäre Potsdam,Potsdam,www.biosphaere-potsdam.de
Museumsverband des Landes Brandenburg e.V.,Potsdam,www.museen-brandenburg.de
Landesstelle für Museumsbetreuung,Stuttgart,www.landesstelle.de
Museumsverband Baden-Württemberg e.V.,Stuttgart,https://www.museumsverband-bw.de/
space4 GmbH,Stuttgart,www.space4.de
tinyBE GmbH,Wiesbaden,www.tinybe.org
Julius-Maximilians-Universität Würzburg- Abtlg. Museologie und Museumswissenschaft,Würzburg,www.museologie.uni-wuerzburg.de
